Brand	Model	Serviciu	Pret
oppo	Reno 8 Pro	Inlocuire Capac	0
oppo	Reno 8 Pro	Microfon	0
oppo	Reno 8 Pro	Modul/Mufa Incarcare	0
oppo	Reno 8 Pro	Montaj Placa de Baza	0
oppo	Reno 8 Pro	Resoftare / Update	0
oppo	Reno 8 Pro	Salvare Date	0
google	Pixel 6	Acumulator	0
google	Pixel 6	Casca / Sita	0
google	Pixel 6	Curatare Apa (Oxid)	0
google	Pixel 6	Difuzor / Buzzer	0
google	Pixel 6	Display	0
google	Pixel 6	Geam Camera	0
google	Pixel 6	Inlocuire Capac	0
google	Pixel 6	Microfon	0
google	Pixel 6	Modul/Mufa Incarcare	0
google	Pixel 6	Montaj Placa de Baza	0
google	Pixel 6	Resoftare / Update	0
google	Pixel 6	Salvare Date	0
google	Pixel 6 Pro	Acumulator	0
google	Pixel 6 Pro	Casca / Sita	0
google	Pixel 6 Pro	Curatare Apa (Oxid)	0
google	Pixel 6 Pro	Difuzor / Buzzer	0
google	Pixel 6 Pro	Display	0
google	Pixel 6 Pro	Geam Camera	0
google	Pixel 6 Pro	Inlocuire Capac	0
google	Pixel 6 Pro	Microfon	0
google	Pixel 6 Pro	Modul/Mufa Incarcare	0
google	Pixel 6 Pro	Montaj Placa de Baza	0
google	Pixel 6 Pro	Resoftare / Update	0
google	Pixel 6 Pro	Salvare Date	0
google	Pixel 6a	Acumulator	0
google	Pixel 6a	Casca / Sita	0
google	Pixel 6a	Curatare Apa (Oxid)	0
google	Pixel 6a	Difuzor / Buzzer	0
google	Pixel 6a	Display	0
google	Pixel 6a	Geam Camera	0
google	Pixel 6a	Inlocuire Capac	0
google	Pixel 6a	Microfon	0
google	Pixel 6a	Modul/Mufa Incarcare	0
google	Pixel 6a	Montaj Placa de Baza	0
google	Pixel 6a	Resoftare / Update	0
google	Pixel 6a	Salvare Date	0
google	Pixel 7	Acumulator	0
google	Pixel 7	Casca / Sita	0
google	Pixel 7	Curatare Apa (Oxid)	0
google	Pixel 7	Difuzor / Buzzer	0
google	Pixel 7	Display	0
google	Pixel 7	Geam Camera	0
google	Pixel 7	Inlocuire Capac	0
google	Pixel 7	Microfon	0
google	Pixel 7	Modul/Mufa Incarcare	0
google	Pixel 7	Montaj Placa de Baza	0
google	Pixel 7	Resoftare / Update	0
google	Pixel 7	Salvare Date	0
google	Pixel 7 Pro	Acumulator	0
google	Pixel 7 Pro	Casca / Sita	0
google	Pixel 7 Pro	Curatare Apa (Oxid)	0
google	Pixel 7 Pro	Difuzor / Buzzer	0
google	Pixel 7 Pro	Display	0
google	Pixel 7 Pro	Geam Camera	0
google	Pixel 7 Pro	Inlocuire Capac	0
google	Pixel 7 Pro	Microfon	0
google	Pixel 7 Pro	Modul/Mufa Incarcare	0
google	Pixel 7 Pro	Montaj Placa de Baza	0
google	Pixel 7 Pro	Resoftare / Update	0
google	Pixel 7 Pro	Salvare Date	0
google	Pixel 7a	Acumulator	0
google	Pixel 7a	Casca / Sita	0
google	Pixel 7a	Curatare Apa (Oxid)	0
google	Pixel 7a	Difuzor / Buzzer	0
google	Pixel 7a	Display	0
google	Pixel 7a	Geam Camera	0
google	Pixel 7a	Inlocuire Capac	0
google	Pixel 7a	Microfon	0
google	Pixel 7a	Modul/Mufa Incarcare	0
google	Pixel 7a	Montaj Placa de Baza	0
google	Pixel 7a	Resoftare / Update	0
google	Pixel 7a	Salvare Date	0
google	Pixel 8	Acumulator	0
google	Pixel 8	Casca / Sita	0
google	Pixel 8	Curatare Apa (Oxid)	0
google	Pixel 8	Difuzor / Buzzer	0
google	Pixel 8	Display	0
google	Pixel 8	Geam Camera	0
google	Pixel 8	Inlocuire Capac	0
google	Pixel 8	Microfon	0
google	Pixel 8	Modul/Mufa Incarcare	0
google	Pixel 8	Montaj Placa de Baza	0
google	Pixel 8	Resoftare / Update	0
google	Pixel 8	Salvare Date	0
google	Pixel 8 Pro	Acumulator	0
google	Pixel 8 Pro	Casca / Sita	0
google	Pixel 8 Pro	Curatare Apa (Oxid)	0
google	Pixel 8 Pro	Difuzor / Buzzer	0
google	Pixel 8 Pro	Display	0
google	Pixel 8 Pro	Geam Camera	0
google	Pixel 8 Pro	Inlocuire Capac	0
google	Pixel 8 Pro	Microfon	0
google	Pixel 8 Pro	Modul/Mufa Incarcare	0
google	Pixel 8 Pro	Montaj Placa de Baza	0
google	Pixel 8 Pro	Resoftare / Update	0
google	Pixel 8 Pro	Salvare Date	0
google	Pixel 8a	Acumulator	0
google	Pixel 8a	Casca / Sita	0
google	Pixel 8a	Curatare Apa (Oxid)	0
google	Pixel 8a	Difuzor / Buzzer	0
google	Pixel 8a	Display	0
google	Pixel 8a	Geam Camera	0
google	Pixel 8a	Inlocuire Capac	0
google	Pixel 8a	Microfon	0
google	Pixel 8a	Modul/Mufa Incarcare	0
google	Pixel 8a	Montaj Placa de Baza	0
google	Pixel 8a	Resoftare / Update	0
google	Pixel 8a	Salvare Date	0
google	Pixel 9	Acumulator	0
google	Pixel 9	Casca / Sita	0
google	Pixel 9	Curatare Apa (Oxid)	0
google	Pixel 9	Difuzor / Buzzer	0
google	Pixel 9	Display	0
google	Pixel 9	Geam Camera	0
google	Pixel 9	Inlocuire Capac	0
google	Pixel 9	Microfon	0
google	Pixel 9	Modul/Mufa Incarcare	0
google	Pixel 9	Montaj Placa de Baza	0
google	Pixel 9	Resoftare / Update	0
google	Pixel 9	Salvare Date	0
google	Pixel 9 Pro	Acumulator	0
google	Pixel 9 Pro	Casca / Sita	0
google	Pixel 9 Pro	Curatare Apa (Oxid)	0
google	Pixel 9 Pro	Difuzor / Buzzer	0
google	Pixel 9 Pro	Display	0
google	Pixel 9 Pro	Geam Camera	0
google	Pixel 9 Pro	Inlocuire Capac	0
google	Pixel 9 Pro	Microfon	0
google	Pixel 9 Pro	Modul/Mufa Incarcare	0
google	Pixel 9 Pro	Montaj Placa de Baza	0
google	Pixel 9 Pro	Resoftare / Update	0
google	Pixel 9 Pro	Salvare Date	0
google	Pixel 9 Pro Fold	Acumulator	0
google	Pixel 9 Pro Fold	Casca / Sita	0
google	Pixel 9 Pro Fold	Curatare Apa (Oxid)	0
google	Pixel 9 Pro Fold	Difuzor / Buzzer	0
google	Pixel 9 Pro Fold	Display	0
google	Pixel 9 Pro Fold	Geam Camera	0
google	Pixel 9 Pro Fold	Inlocuire Capac	0
google	Pixel 9 Pro Fold	Microfon	0
google	Pixel 9 Pro Fold	Modul/Mufa Incarcare	0
google	Pixel 9 Pro Fold	Montaj Placa de Baza	0
google	Pixel 9 Pro Fold	Resoftare / Update	0
google	Pixel 9 Pro Fold	Salvare Date	0
google	Pixel 9 Pro XL	Acumulator	0
google	Pixel 9 Pro XL	Casca / Sita	0
google	Pixel 9 Pro XL	Curatare Apa (Oxid)	0
google	Pixel 9 Pro XL	Difuzor / Buzzer	0
google	Pixel 9 Pro XL	Display	0
google	Pixel 9 Pro XL	Geam Camera	0
google	Pixel 9 Pro XL	Inlocuire Capac	0
google	Pixel 9 Pro XL	Microfon	0
google	Pixel 9 Pro XL	Modul/Mufa Incarcare	0
google	Pixel 9 Pro XL	Montaj Placa de Baza	0
google	Pixel 9 Pro XL	Resoftare / Update	0
google	Pixel 9 Pro XL	Salvare Date	0
google	Pixel Fold	Acumulator	0
google	Pixel Fold	Casca / Sita	0
google	Pixel Fold	Curatare Apa (Oxid)	0
google	Pixel Fold	Difuzor / Buzzer	0
google	Pixel Fold	Display	0
google	Pixel Fold	Geam Camera	0
google	Pixel Fold	Inlocuire Capac	0
google	Pixel Fold	Microfon	0
google	Pixel Fold	Modul/Mufa Incarcare	0
google	Pixel Fold	Montaj Placa de Baza	0
google	Pixel Fold	Resoftare / Update	0
google	Pixel Fold	Salvare Date	0
laptop	Laptop (general)	Curatare Praf + Pasta Termo	200
laptop	Laptop (general)	Instalare Programe	80
laptop	Laptop (general)	Instalare SSD	100
laptop	Laptop (general)	Instalare Sistem de Operare	150
laptop	Laptop (general)	Manopera Inlocuire Piese	100
laptop	Laptop (general)	Upgrade SSD 128GB	390
laptop	Laptop (general)	Upgrade SSD 1TB	1150
laptop	Laptop (general)	Upgrade SSD 256GB	490
laptop	Laptop (general)	Upgrade SSD 2TB	1450
laptop	Laptop (general)	Upgrade SSD 512GB	650
